Name#Code#Id#Parent_Id#Position (local)#Level#Parent (local)
Total#total#1#NULL#1#0#0
Agriculture, hunting and forestry#A#2#1#1#1#1
Fishing#B#3#1#2#1#1
Mining and quarrying#C#4#1#3#1#1
Manufacturing#D#5#1#4#1#1
Electricity, gas and water supply#E#6#1#5#1#1
Construction#F#7#1#6#1#1
Trade#G#8#1#7#1#1
Hotels and restaurants#H#9#1#8#1#1
Transport, storage and communication#I#10#1#9#1#1
Financial intermediation#J#11#1#10#1#1
Real estate, renting and business activities#K#12#1#11#1#1
Public administration#L#13#1#12#1#1
Education#M#14#1#13#1#1
Health and social work#N#15#1#14#1#1
Other service activities#OPQ#16#1#15#1#1
Agriculture, hunting and related service activities#p01#17#2#1#2#1
Forestry, logging and related service activities#p02#18#2#2#2#1
Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing#p05#19#3#3#2#2
Mining of coal and lignite; extraction of peat#p10#20#4#4#2#3
Extraction of crude petroleum and natural gas; service activities incidental to oil and gas extraction excluding surveying#p11#21#4#5#2#3
Mining of uranium and thorium ores#p12#22#4#6#2#3
Mining of metal ores#p13#23#4#7#2#3
Other mining and quarrying#p14#24#4#8#2#3
Manufacture of food products and beverages#p15#25#5#9#2#4
Manufacture of tobacco products#p16#26#5#10#2#4
Manufacture of textiles#p17#27#5#11#2#4
Manufacture of wearing apparel; dressing and dyeing of fur#p18#28#5#12#2#4
Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear#p19#29#5#13#2#4
Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials#p20#30#5#14#2#4
Manufacture of pulp, paper and paper products#p21#31#5#15#2#4
Publishing, printing and reproduction of recorded media#p22#32#5#16#2#4
Manufacture of coke, refined petroleum products and nuclear fuels#p23#33#5#17#2#4
Manufacture of chemicals and chemical products#p24#34#5#18#2#4
Manufacture of rubber and plastic products#p25#35#5#19#2#4
Manufacture of other non-metallic mineral products#p26#36#5#20#2#4
Manufacture of basic metals#p27#37#5#21#2#4
Manufacture of fabricated metal products, except machinery and equipment#p28#38#5#22#2#4
Manufacture of machinery and equipment n.e.c.#p29#39#5#23#2#4
Manufacture of office machinery and computers#p30#40#5#24#2#4
Manufacture of electrical machinery and apparatus n.e.c.#p31#41#5#25#2#4
Manufacture of radio, television and communication equipment and apparatus#p32#42#5#26#2#4
Manufacture of medical, precision and optical instruments, watches and clocks#p33#43#5#27#2#4
Manufacture of motor vehicles, trailers and semi-trailers#p34#44#5#28#2#4
Manufacture of other transport equipment#p35#45#5#29#2#4
Manufacture of furniture; manufacturing n.e.c.#p36#46#5#30#2#4
Recycling#p37#47#5#31#2#4
Electricity, gas, steam and hot water supply#p40#48#6#32#2#5
Collection, purification and distribution of water#p41#49#6#33#2#5
Construction#p45#50#7#34#2#6
Sale, maintenance and repair of motor vehicles and motorcycles; retail sale services of automotive fuel#p50#51#8#35#2#7
Wholesale trade and commission trade, except of motor vehicles and motorcycles#p51#52#8#36#2#7
Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods#p52#53#8#37#2#7
Hotels and restaurants#p55#54#9#38#2#8
Land transport; transport via pipelines#p60#55#10#39#2#9
Water transport#p61#56#10#40#2#9
Air transport#p62#57#10#41#2#9
Supporting and auxiliary transport activities; activities of travel agencies#p63#58#10#42#2#9
Post and telecommunications#p64#59#10#43#2#9
Financial intermediation, except insurance and pension funding#p65#60#11#44#2#10
Insurance and pension funding, except compulsory social security#p66#61#11#45#2#10
Activities auxiliary to financial intermediation#p67#62#11#46#2#10
Real estate activities#p70#63#12#47#2#11
Renting of machinery and equipment without operator and of personal and household goods#p71#64#12#48#2#11
Computer and related activities#p72#65#12#49#2#11
Research and development#p73#66#12#50#2#11
Other business activities#p74#67#12#51#2#11
Public administration and defence; compulsory social security#p75#68#13#52#2#12
Education#p80#69#14#53#2#13
Health and social work#p85#70#15#54#2#14
Sewage and refuse disposal, sanitation and similar activities#p90#71#16#55#2#15
Activities of membership organisation n.e.c.#p91#72#16#56#2#15
Recreational, cultural and sporting activities#p92#73#16#57#2#15
Other service activities#p93#74#16#58#2#15
Private households with employed persons#p95#75#16#59#2#15
Extra-territorial organizations and bodies#p99#76#16#60#2#15
Paddy rice#p01.a#77#17#1#3#1
Wheat#p01.b#78#17#2#3#1
Cereal grains nec#p01.c#79#17#3#3#1
Vegetables, fruit, nuts#p01.d#80#17#4#3#1
Oil seeds#p01.e#81#17#5#3#1
Sugar cane, sugar beet#p01.f#82#17#6#3#1
Plant-based fibers#p01.g#83#17#7#3#1
Crops nec#p01.h#84#17#8#3#1
Cattle#p01.i#85#17#9#3#1
Pigs#p01.j#86#17#10#3#1
Poultry#p01.k#87#17#11#3#1
Meat animals nec#p01.l#88#17#12#3#1
Animal products nec#p01.m#89#17#13#3#1
Raw milk#p01.n#90#17#14#3#1
Wool, silk-worm cocoons#p01.o#91#17#15#3#1
Manure (conventional treatment)#p01.w.1#92#17#16#3#1
Manure (biogas treatment)#p01.w.2#93#17#17#3#1
Products of forestry, logging and related services#p02#94#18#18#3#2
Fish and other fishing products; services incidental of fishing#p05#95#19#19#3#3
Anthracite#p10.a#96#20#20#3#4
Coking Coal#p10.b#97#20#21#3#4
Other Bituminous Coal#p10.c#98#20#22#3#4
Sub-Bituminous Coal#p10.d#99#20#23#3#4
Patent Fuel#p10.e#100#20#24#3#4
Lignite/Brown Coal#p10.f#101#20#25#3#4
BKB/Peat Briquettes#p10.g#102#20#26#3#4
Peat#p10.h#103#20#27#3#4
Crude petroleum and services related to crude oil extraction, excluding surveying#p11.a#104#21#28#3#5
Natural gas and services related to natural gas extraction, excluding surveying#p11.b#105#21#29#3#5
Natural Gas Liquids#p11.b.1#106#21#30#3#5
